,Company_Brand,Sector,Stage,Funding_Year,Amount($),HeadQuarter,Year_Founded,Sector_group
89,Tranzmeo,Artificial Intelligence,Early Stage,2018,121526423.72,Cochin,Unknown,Other
90,SBI Life,Insurance,Latter Stage,2018,742000000.0,Mumbai,Unknown,Finance & Banking
91,Studds Accessories,E-Commerce,Latter Stage,2018,14600000.0,Faridabad,Unknown,E-Commerce & Marketplace
92,Design Cafe,Home Decor,Series (A-H),2018,29200000.0,Bangalore,Unknown,Other
93,NoPaperForms Solutions Pvt. Ltd.,EdTech,Series (A-H),2018,3980000.0,New Delhi,Unknown,Technology
94,Rays Power Infra,Energy,Unknown,2018,29200000.0,Jaipur,Unknown,Other
95,AuthMetrik,B2B,Angel and Grants,2018,10000.0,Gurugram,Unknown,Other
96,Khidki,Artificial Intelligence,Early Stage,2018,121526423.72,Bangalore,Unknown,Other
97,LetsTransport,Logistics,Series (A-H),2018,14600000.0,Bangalore,Unknown,Autommotive & Transportation
98,Next Digital Solutions,Digital Marketing,Angel and Grants,2018,1460.0,Kota,Unknown,E-Commerce & Marketplace
99,Portea Medical,Health Care,Latter Stage,2018,3650000.0,Bangalore,Unknown,Healthcare
100,Aavas Financiers,Finance,Latter Stage,2018,29200000.0,Jaipur,Unknown,Finance & Banking
101,Swiggy,Food Delivery,Series (A-H),2018,1000000000.0,Bangalore,Unknown,Food & Agriculture
102,Milkbasket,E-Commerce,Series (A-H),2018,7000000.0,Haryana,Unknown,E-Commerce & Marketplace
103,Nutrisattva (Proliva),Fitness,Angel and Grants,2018,121526423.72,Anand,Unknown,Other
104,Toppr,EdTech,Series (A-H),2018,35000000.0,Mumbai,Unknown,Technology
105,Jagaran Microfin,Unknown,Latter Stage,2018,8030000.0,Kolkata,Unknown,Other
106,Vivriti Capital,Financial Services,Unknown,2018,28500000.0,Chennai,Unknown,Consulting & Services
107,Be U Salons,Apps,Early Stage,2018,438000.0,New Delhi,Unknown,Other
108,Impact Guru,Creative Agency,Series (A-H),2018,2000000.0,Mumbai,Unknown,Other
109,MobiKwik,Consumer Lending,Series (A-H),2018,3504000.0,Gurugram,Unknown,Other
110,Stones2Milestones,E-Learning,Early Stage,2018,121526423.72,Gurugram,Unknown,Other
111,Generico,Health Care,Series (A-H),2018,121526423.72,Mumbai,Unknown,Healthcare
112,Adiuvo Diagnostics,Health Diagnostics,Early Stage,2018,121526423.72,Chennai,Unknown,Healthcare
113,DataTrained,EdTech,Early Stage,2018,1752000.0,Bangalore,Unknown,Technology
114,OneAssist,Financial Services,Latter Stage,2018,2400000.0,Mumbai,Unknown,Consulting & Services
115,Satin Creditcare Network Limited (SCNL),Banking,Latter Stage,2018,30000000.0,New Delhi,Unknown,Finance & Banking
116,APAC Financial Services,Finance,Latter Stage,2018,36500000.0,Mumbai,Unknown,Finance & Banking
117,Moglix,B2B,Series (A-H),2018,23000000.0,Noida,Unknown,Other
118,SEDEMAC Mechatronics,Automotive,Unknown,2018,121526423.72,Mumbai,Unknown,Autommotive & Transportation
119,MadGuy Labs,E-Learning,Unknown,2018,150000.0,Hyderabad,Unknown,Other
120,Dee Dee Labs,Embedded Systems,Early Stage,2018,121526423.72,Pune,Unknown,Other
121,FLEECA,Unknown,Early Stage,2018,121526423.72,Jaipur,Unknown,Other
122,Shop101,Apps,Series (A-H),2018,11000000.0,Mumbai,Unknown,Other
123,FeedMyPockets,Advertising,Early Stage,2018,642400.0,Bangalore City,Unknown,Other
124,Housejoy,Beauty,Series (A-H),2018,3240000.0,Bangalore,Unknown,Other
125,Ambee,Health Care,Angel and Grants,2018,121526423.72,Bangalore,Unknown,Healthcare
126,FoodBuddy,Food Delivery,Early Stage,2018,876000.0,Belgaum,Unknown,Food & Agriculture
127,Ninjacart,AgTech,Series (A-H),2018,36500000.0,Bangalore,Unknown,Technology
128,Olly Smart Credit Card,Credit Cards,Early Stage,2018,121526423.72,New Delhi,Unknown,Finance & Banking
129,Zestl,Software,Early Stage,2018,121526423.72,Pune,Unknown,Technology
130,BYJU’S,EdTech,Latter Stage,2018,540000000.0,Bangalore,Unknown,Technology
131,Wakefit,Manufacturing,Unknown,2018,9490000.0,Bangalore,Unknown,Other
132,Hero Electric,Manufacturing,Unknown,2018,23360000.0,New Delhi,Unknown,Other
133,Pentation Analytics,Information Services,Early Stage,2018,121526423.72,Mumbai,Unknown,Consulting & Services
134,PerkFinance,Consumer Lending,Early Stage,2018,900000.0,Bangalore,Unknown,Other
135,Roposo,Internet,Series (A-H),2018,10000000.0,Gurugram,Unknown,Technology
136,Plum Goodness,Beauty,Series (A-H),2018,121526423.72,Thane,Unknown,Other
137,Drstore,Hospital,Early Stage,2018,121526423.72,Mumbai,Unknown,Other
138,Wow Venue,Events,Unknown,2018,1500000.0,Mumbai,Unknown,Other
139,Chizel,3D Printing,Early Stage,2018,121526423.72,Pune,Unknown,Other
140,OTO Capital,Automotive,Early Stage,2018,730000.0,Mumbai,Unknown,Autommotive & Transportation
141,Boodmo,Automotive,Early Stage,2018,1022000.0,Gurugram,Unknown,Autommotive & Transportation
142,Khabri,Apps,Early Stage,2018,121526423.72,Haryana,Unknown,Other
143,MyNewCar.in,Automotive,Unknown,2018,1000000.0,Gurugram,Unknown,Autommotive & Transportation
144,HalaPlay Technologies,Digital Entertainment,Series (A-H),2018,5000000.0,Bangalore,Unknown,Other
145,PlanetSpark,E-Learning,Early Stage,2018,233600.0,Gurugram,Unknown,Other
146,WheelsEMI,Unknown,Series (A-H),2018,14000000.0,Pune,Unknown,Other
147,Forum for Innovation Incubation Research and Entrepreneurship,Funding Platform,Angel and Grants,2018,1496500.0,Margão,Unknown,Other
148,OYO,Hospitality,Series (A-H),2018,100000000.0,Gurugram,Unknown,Other
149,Quikr,Classifieds,Latter Stage,2018,8030000.0,Bangalore,Unknown,Other
150,Tabono,Sports,Early Stage,2018,121526423.72,Gurugram,Unknown,Other
151,LearnApp,Banking,Early Stage,2018,292000.0,Noida,Unknown,Finance & Banking
152,Shopkirana,E-Commerce,Unknown,2018,2000000.0,Indore,Unknown,E-Commerce & Marketplace
153,Fric Bergen,Unknown,Unknown,2018,121526423.72,Alwar,Unknown,Other
154,Articbot,Artificial Intelligence,Angel and Grants,2018,17520.0,Kannur,Unknown,Other
155,BuildSupply,Enterprise Resource Planning (ERP),Series (A-H),2018,3650000.0,Gurugram,Unknown,Other
156,Fusion Microfinance,Banking,Series (A-H),2018,75920000.0,New Delhi,Unknown,Finance & Banking
157,Any time Doctor,Software,Angel and Grants,2018,121526423.72,Chennai,Unknown,Technology
158,Go Payments,Information Services,Latter Stage,2018,121526423.72,Mumbai,Unknown,Consulting & Services
159,Guiddoo World,Audio,Early Stage,2018,800000.0,Mumbai,Unknown,Other
160,ION Energy,Energy,Unknown,2018,1041000.0,Mumbai,Unknown,Other
161,UnoTag,Artificial Intelligence,Early Stage,2018,100000.0,Bangalore,Unknown,Other
162,CivilCops,Government,Early Stage,2018,100000.0,Gurugram,Unknown,Other
163,Rockmetric,Information Technology,Angel and Grants,2018,121526423.72,Mumbai,Unknown,Technology
164,Classworks India,Education,Unknown,2018,1460.0,Chennai,Unknown,Other
165,Snapmint,Consumer Lending,Early Stage,2018,121526423.72,Mumbai,Unknown,Other
166,artbandhu,Digital Media,Early Stage,2018,15000.0,Bangalore,Unknown,Other
167,Survaider,Business Intelligence,Early Stage,2018,500000.0,Bangalore,Unknown,Other
168,Credy,Credit,Early Stage,2018,1400000.0,Bangalore,Unknown,Finance & Banking
169,iChamp,E-Learning,Early Stage,2018,5000000.0,Gurugram,Unknown,Other
170,Qandle,Software,Early Stage,2018,1200000.0,Gurugram,Unknown,Technology
171,Avishkaar Box,Children,Early Stage,2018,730000.0,Delhi,Unknown,Other
172,Gegadyne Energy,Automotive,Angel and Grants,2018,121526423.72,Mumbai,Unknown,Autommotive & Transportation
173,HyperXchange,E-Commerce,Series (A-H),2018,1000000.0,Pune,Unknown,E-Commerce & Marketplace
174,Deftouch,Unknown,Early Stage,2018,121526423.72,Bangalore,Unknown,Other
175,Doodhwala,Food Delivery,Early Stage,2018,2200000.0,Bangalore,Unknown,Food & Agriculture
176,DronaHQ,Mobile,Angel and Grants,2018,500000.0,Mumbai,Unknown,Other
177,FastFox,Rental,Series (A-H),2018,1460000.0,Gurugram,Unknown,Other
178,BuyForexOnline,Travel,Unknown,2018,2000000.0,Bangalore,Unknown,Other
179,Colive.in,Consumer,Early Stage,2018,1800000.0,Bangalore,Unknown,Other
180,Agricxlab Private Limited,B2B,Early Stage,2018,500000.0,Thane,Unknown,Other
181,Corefactors,Unknown,Early Stage,2018,121526423.72,Bangalore,Unknown,Other
182,Fincash.com,Wealth Management,Early Stage,2018,150000.0,Mumbai,Unknown,Finance & Banking
183,Pandorum Technologies,Biotechnology,Series (A-H),2018,3600000.0,Bangalore,Unknown,Technology
184,Shirsa Labs,Education,Early Stage,2018,500000.0,Mumbai,Unknown,Other
185,PetSutra,Veterinary,Early Stage,2018,138700.0,Gurugram,Unknown,Other
186,Awaaz De,Internet,Angel and Grants,2018,121526423.72,Ahmedabad,Unknown,Technology
187,PinkBlue,Health Care,Early Stage,2018,300000.0,Bangalore,Unknown,Healthcare
188,Eduvanz,Finance,Angel and Grants,2018,500000.0,Mumbai,Unknown,Finance & Banking
189,Rupeek,Financial Services,Series (A-H),2018,6830000.0,Bangalore,Unknown,Consulting & Services
190,Backpacker Panda Holidays Private Limited,Tourism,Series (A-H),2018,1400000.0,Pune,Unknown,Other
191,Shape (School Health and Physical Education),Education,Early Stage,2018,200000.0,Pune,Unknown,Other
192,Placio,Hospitality,Early Stage,2018,2000000.0,Noida,Unknown,Other
193,Aviom India Housing Finance,Finance,Series (A-H),2018,2190000.0,New Delhi,Unknown,Finance & Banking
194,GenRobotic,Market Research,Early Stage,2018,121526423.72,Trivandrum,Unknown,E-Commerce & Marketplace
195,HeyHolidays,Tourism,Early Stage,2018,1000000.0,Bangalore,Unknown,Other
196,Pratilipi,Digital Media,Series (A-H),2018,4300000.0,Bangalore,Unknown,Other
197,SectorQube,Consumer Electronics,Early Stage,2018,121526423.72,Ernakulam,Unknown,Other
198,Food Memories,Food and Beverage,Early Stage,2018,121526423.72,Ahmedabad,Unknown,Food & Agriculture
199,ZAMROO,Internet,Early Stage,2018,121526423.72,India,Unknown,Technology
200,Silversparro Technologies Pvt. Ltd,Analytics,Early Stage,2018,300000.0,Gurugram,Unknown,Other
201,Creator’s Gurukul,Facilities Support Services,Angel and Grants,2018,121526423.72,Gurugram,Unknown,Consulting & Services
202,Emflux Motors,Automotive,Early Stage,2018,364846.0,Bangalore,Unknown,Autommotive & Transportation
203,Tricog Health Services Pvt Ltd,Health Care,Series (A-H),2018,4000000.0,Bangalore,Unknown,Healthcare
204,Scapic,Cloud Computing,Early Stage,2018,500000.0,Bangalore,Unknown,Other
205,6Degree,Fashion,Early Stage,2018,400000.0,Mumbai,Unknown,Other
206,Chrysalis (EZ Vidya),Education,Early Stage,2018,121526423.72,Chennai,Unknown,Other
207,Ekincare,Medical,Series (A-H),2018,1500000.0,Hyderabad,Unknown,Healthcare
208,Streo,Music Streaming,Early Stage,2018,121526423.72,Gurugram,Unknown,Other
209,Groww,Finance,Early Stage,2018,120000.0,Kormangala,Unknown,Finance & Banking
210,Cell Propulsion,Unknown,Early Stage,2018,102200.0,Bangalore,Unknown,Other
211,Chezuba,Internet,Angel and Grants,2018,20440.0,Hyderabad,Unknown,Technology
212,Ontrack Technologies Pvt. Ltd,Retail,Early Stage,2018,121526423.72,Bangalore,Unknown,Other
213,Wealthtrust,Finance,Early Stage,2018,500000.0,Mumbai,Unknown,Finance & Banking
214,Faclon Labs,Cloud Computing,Early Stage,2018,121526423.72,Mumbai,Unknown,Other
215,Awign Enterprises,Business Development,Early Stage,2018,730000.0,Bangalore,Unknown,Other
216,CollPoll,Education,Early Stage,2018,121526423.72,Bangalore,Unknown,Other
217,Zyla Health,Health Care,Early Stage,2018,121526423.72,New Delhi,Unknown,Healthcare
218,Hubhopper,Internet,Series (A-H),2018,500000.0,Delhi,Unknown,Technology
219,Rubix108 Technologies,Information Technology,Early Stage,2018,1000000.0,Pune,Unknown,Technology
220,Workflexi,Human Resources,Early Stage,2018,146000.0,Bangalore,Unknown,Other
221,Streak,Financial Services,Early Stage,2018,328500.0,Bangalore,Unknown,Consulting & Services
222,Kuants,Financial Services,Early Stage,2018,73000.0,Gurugram,Unknown,Consulting & Services
223,NiYO Solutions,Finance,Series (A-H),2018,13200000.0,Bangalore,Unknown,Finance & Banking
224,Hippo Video,Customer Service,Early Stage,2018,121526423.72,Chennai,Unknown,Other
225,Satvacart,E-Commerce,Early Stage,2018,121526423.72,Gurugram,Unknown,E-Commerce & Marketplace
226,Daaki,Health Care,Angel and Grants,2018,121526423.72,Bangalore,Unknown,Healthcare
227,Simulanis,Training,Early Stage,2018,500000.0,New Delhi,Unknown,Other
228,MY CHIRAAG CAB,Travel,Early Stage,2018,1000000.0,Jaipur,Unknown,Other
229,WOTU,Food and Beverage,Early Stage,2018,121526423.72,Bangalore,Unknown,Food & Agriculture
230,Flathalt,Unknown,Angel and Grants,2018,50000.0,Gurugram,Unknown,Other
231,True Elements,Dietary Supplements,Early Stage,2018,730000.0,Pune,Unknown,Other
232,Trendlyne Technologies,Financial Services,Early Stage,2018,200000.0,Bangalore,Unknown,Consulting & Services
233,Planys Technologies,Manufacturing,Series (A-H),2018,2046920.0,Chennai,Unknown,Other
234,HealthPlix,Fitness,Series (A-H),2018,3000000.0,Bangalore,Unknown,Other
235,dishq,Unknown,Early Stage,2018,400000.0,Bangalore,Unknown,Other
236,Entropik Technology,Artificial Intelligence,Early Stage,2018,1100000.0,Bangalore,Unknown,Other
237,myHQ,Collaboration,Series (A-H),2018,500000.0,Delhi,Unknown,Other
238,Trell,Unknown,Early Stage,2018,1250000.0,Bangalore City,Unknown,Other
239,Kidovators (by GyanLab),Big Data,Early Stage,2018,180000.0,Bangalore,Unknown,Other
240,Log 9 Materials,Nanotechnology,Early Stage,2018,438000.0,Uttar Pradesh,Unknown,Technology
241,VTION,Analytics,Early Stage,2018,280320.0,Gurugram,Unknown,Other
242,HousingMan.com,Unknown,Early Stage,2018,1503800.0,Bangalore,Unknown,Other
243,Steradian Semiconductors,Unknown,Early Stage,2018,121526423.72,Bangalore,Unknown,Other
244,RupeeCircle,Financial Services,Early Stage,2018,584000.0,Mumbai,Unknown,Consulting & Services
245,Wooden Street,E-Commerce,Series (A-H),2018,1000000.0,Jaipur,Unknown,E-Commerce & Marketplace
246,The Ken,Digital Media,Series (A-H),2018,1500000.0,Bangalore,Unknown,Other
247,SaffronStays,Unknown,Early Stage,2018,2000000.0,Mumbai,Unknown,Other
248,Vebbler,File Sharing,Early Stage,2018,121526423.72,Bangalore,Unknown,Other
249,Foyr,Home Decor,Series (A-H),2018,4200000.0,Pune,Unknown,Other
250,MEngage,Health Care,Early Stage,2018,175000.0,Jaipur,Unknown,Healthcare
251,Inner Being Wellness,Unknown,Angel and Grants,2018,511000.0,Hyderabad,Unknown,Other
252,Kobster,E-Commerce,Early Stage,2018,121526423.72,Chennai,Unknown,E-Commerce & Marketplace
253,Wishberry,Crowdfunding,Series (A-H),2018,1460000.0,Mumbai,Unknown,Other
254,McXtra,Finance,Early Stage,2018,1300000.0,Andheri,Unknown,Finance & Banking
255,Magic Crate,Children,Early Stage,2018,121526423.72,Bangalore,Unknown,Other
256,SmartVizX,Software,Early Stage,2018,1450000.0,Noida,Unknown,Technology
257,MySEODoc,Unknown,Early Stage,2018,121526423.72,Delhi,Unknown,Other
258,ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,Unknown,Early Stage,2018,2920.0,Pune,Unknown,Other
259,Scale Labs,Unknown,Early Stage,2018,1000000.0,Delhi,Unknown,Other
260,HungerBox,B2B,Series (A-H),2018,4500000.0,Bangalore,Unknown,Other
261,Biryani By Kilo,Catering,Early Stage,2018,1000000.0,Noida,Unknown,Other
262,Wholesome Habits (EAT Anytime),Food and Beverage,Early Stage,2018,500000.0,Mumbai,Unknown,Food & Agriculture
263,GoBumpr,Automotive,Early Stage,2018,600000.0,Mylapore,Unknown,Autommotive & Transportation
264,Fixpocket,Computer,Early Stage,2018,250000.0,Ahmedabad,Unknown,Other
265,edureka!,Android,Series (A-H),2018,2000000.0,Bangalore,Unknown,Other
266,Hashtag Loyalty Private Limited,Analytics,Early Stage,2018,121526423.72,Mumbai,Unknown,Other
267,Wow Express,Delivery,Series (A-H),2018,4500000.0,Mumbai,Unknown,Other
268,ZunRoof,Environmental Consulting,Angel and Grants,2018,242360.0,Gurugram,Unknown,Consulting & Services
269,Eggoz,Food and Beverage,Angel and Grants,2018,175200.0,Indore,Unknown,Food & Agriculture
270,Sqrrl Fintech,Big Data,Early Stage,2018,1000000.0,Gurugram,Unknown,Other
271,GalaxyCard,Finance,Early Stage,2018,121526423.72,Noida,Unknown,Finance & Banking
272,IndiQube,Commercial Real Estate,Series (A-H),2018,15000000.0,Bangalore,Unknown,Real Estate & Property
273,EGK Foods,Food and Beverage,Early Stage,2018,292000.0,Mumbai,Unknown,Food & Agriculture
274,NirogStreet,Apps,Early Stage,2018,300000.0,Gurugram,Unknown,Other
275,Pixr8,Digital Media,Early Stage,2018,50000.0,Ghaziabad,Unknown,Other
276,Nivesh.com,Finance,Early Stage,2018,438000.0,Noida,Unknown,Finance & Banking
277,Theranosis Life Sciences,Biotechnology,Early Stage,2018,121526423.72,Hyderabad,Unknown,Technology
278,Poshmiles Online Solutions Private Limited,Travel,Early Stage,2018,121526423.72,Bangalore,Unknown,Other
279,Reculta,Education,Early Stage,2018,121526423.72,Noida,Unknown,Other
280,Orbo.ai,Internet,Early Stage,2018,121526423.72,Mumbai,Unknown,Technology
281,Inntot Technologies,Consumer Electronics,Early Stage,2018,121526423.72,Kochi,Unknown,Other
282,Zoctr Health,Apps,Early Stage,2018,121526423.72,Powai,Unknown,Other
283,Hey Deedee,Delivery Service,Early Stage,2018,481800.0,Mumbai,Unknown,Other
284,DigiConnectt Technologys,Information Services,Early Stage,2018,125000.0,Bangalore,Unknown,Consulting & Services
285,Locus.sh,Big Data,Series (A-H),2018,4000000.0,Bangalore,Unknown,Other
286,Sports Flashes Pvt. Ltd,Basketball,Early Stage,2018,1000000.0,New Delhi,Unknown,Other
287,Inc42,Media and Entertainment,Early Stage,2018,121526423.72,New Delhi,Unknown,Other
288,Picxy,Internet,Early Stage,2018,130000.0,Guntur,Unknown,Technology
289,Huddle,Consulting,Early Stage,2018,300000.0,Haryana,Unknown,Consulting & Services
290,Benepik,Human Resources,Early Stage,2018,121526423.72,Gurugram,Unknown,Other
291,Cash Suvidha,Finance,Early Stage,2018,1000000.0,New Delhi,Unknown,Finance & Banking
292,Smartcoin,Big Data,Early Stage,2018,2000000.0,Bangalore,Unknown,Other
293,Carmel Organics,Agriculture,Series (A-H),2018,121526423.72,Indore,Unknown,Food & Agriculture
294,Roadcast,Unknown,Angel and Grants,2018,250000.0,New Delhi,Unknown,Other
295,Printline Media(ThePrint),Digital Media,Early Stage,2018,509540.0,New Delhi,Unknown,Other
296,Creditas Solutions,Financial Services,Early Stage,2018,121526423.72,Gurugram,Unknown,Consulting & Services
297,UrbanPiper,Software,Early Stage,2018,121526423.72,Bangalore,Unknown,Technology
298,Doxper,Health Care,Early Stage,2018,1051200.0,Mumbai,Unknown,Healthcare
299,i2ifunding,Crowdfunding,Angel and Grants,2018,730000.0,Noida,Unknown,Other
300,ShakeDeal,B2B,Early Stage,2018,121526423.72,Bangalore,Unknown,Other
301,HelloVerify,Fraud Detection,Early Stage,2018,121526423.72,Noida,Unknown,Other
302,Fasal,Agriculture,Early Stage,2018,120000.0,Bangalore,Unknown,Food & Agriculture
303,CoinGeto,Cryptocurrency,Early Stage,2018,1752000.0,Delhi,Unknown,Other
304,Avail Finance,Finance,Series (A-H),2018,17200000.0,Bangalore,Unknown,Finance & Banking
305,Tripeur,Information Technology,Early Stage,2018,600000.0,Bangalore,Unknown,Technology
306,Wedeterna,Wedding,Angel and Grants,2018,121526423.72,Bangalore,Unknown,Other
307,Stumagz,Digital Media,Early Stage,2018,121526423.72,Hyderabad,Unknown,Other
308,Doubtnut,E-Learning,Early Stage,2018,511000.0,Gurugram,Unknown,Other
309,MCaffeine,Consumer Goods,Early Stage,2018,467200.0,Mumbai,Unknown,Other
310,TrustCheckr,Information Technology,Angel and Grants,2018,100000.0,Bangalore,Unknown,Technology
311,HealthAssure,Fitness,Early Stage,2018,1000000.0,Mumbai,Unknown,Other
312,Picture TIme,Digital Entertainment,Early Stage,2018,3650000.0,New Delhi,Unknown,Other
313,1Crowd,Crowdsourcing,Angel and Grants,2018,3500000.0,Mumbai,Unknown,Other
314,Aarav Unmanned Systems,Delivery,Early Stage,2018,121526423.72,Bangalore,Unknown,Other
315,Wellthy Therapeutics Pvt Ltd,Health Care,Early Stage,2018,1971000.0,Mumbai,Unknown,Healthcare
316,Nua,Consumer Goods,Early Stage,2018,121526423.72,Mumbai,Unknown,Other
317,Kuvera.in,Financial Services,Angel and Grants,2018,250000.0,Bangalore,Unknown,Consulting & Services
318,Livehealth,Health Care,Early Stage,2018,1100000.0,Pune,Unknown,Healthcare
319,Gramophone,Farming,Early Stage,2018,1000000.0,Indore,Unknown,Other
320,Ora,Business Travel,Early Stage,2018,121526423.72,Kolkata,Unknown,Other
321,Buddy4Study.com,Career Planning,Series (A-H),2018,3000000.0,Noida,Unknown,Other
322,Predible Health,Medical Device,Early Stage,2018,121526423.72,Bangalore,Unknown,Healthcare
323,Syncremedies Healthcare Pvt Ltd,Alternative Medicine,Early Stage,2018,121526423.72,Bangalore,Unknown,Other
324,Blueleaf Cyberspace Systems,Internet,Early Stage,2018,121526423.72,Bangalore,Unknown,Technology
325,Toffee,Unknown,Early Stage,2018,1500000.0,Gurugram,Unknown,Other
326,ORO Wealth,Unknown,Series (A-H),2018,1600000.0,Mumbai,Unknown,Other
327,HealWell24,Dental,Early Stage,2018,200000.0,Mumbai,Unknown,Other
328,Acko General Insurance,Financial Services,Series (A-H),2018,12000000.0,Mumbai,Unknown,Consulting & Services
329,arzooo.com,Consumer Electronics,Early Stage,2018,219000.0,Bangalore,Unknown,Other
330,Bonphul Air Products,CleanTech,Angel and Grants,2018,292000.0,Delhi,Unknown,Technology
